item_id,museum,text_visual,text_visual_version,text_visual_sha256,text_metadata,text_metadata_version,text_metadata_sha256
CMA:108026,CMA,"Title: Fragment; Object type: Textile; Technique: tabby, brocaded, cotton",visual_semantic_v1,50540fe3e1f49764ecd2dc7ed516a00f970d2e118c361a25b49279e9bc524431,"Title: Fragment; Object type: Textile; Technique: tabby, brocaded, cotton; Culture: Chancay; Period: c. 1100–1400; Classification: Textile",metadata_rich_v1,26e306ea601312719d5bef3ad857595b44b6a94282b7daaf4a2fe84df797c5cb
CMA:108033,CMA,"Title: Unfinished Cloth; Object type: Textile; Technique: tapestry weave, cotton and wool",visual_semantic_v1,9cd0d42985e00c1d139786148465562387191efcb830c85f2b603c8e145db8b1,"Title: Unfinished Cloth; Object type: Textile; Technique: tapestry weave, cotton and wool; Culture: Chancay; Period: c. 1100–1400; Classification: Textile",metadata_rich_v1,336a6bae1e1cae5a05d6b73b19bac92dd341c61b550713c63267cddc209cebf9
CMA:108034,CMA,"Title: Fragment of a Double Cloth; Object type: Textile; Technique: tabby weave, double cloth, cotton",visual_semantic_v1,4dfb52e2c41c11c811b6513d1dd69e7e6d9e8bba7af4926580a5abe0d0da8e4a,"Title: Fragment of a Double Cloth; Object type: Textile; Technique: tabby weave, double cloth, cotton; Culture: Chancay; Period: c. 1100–1400; Classification: Textile",metadata_rich_v1,3667cc88f9ad4b1b22e0e563c4523225700b1882680097a6a98b65c386af628c
CMA:108038,CMA,"Title: Large Cloth; Object type: Textile; Technique: plain cloth with overlaid tapestry-like decoration, cotton and wool",visual_semantic_v1,9dc7e682162005871bd33c692d1450803a00a795a148ec771fa85e710c6e3dfa,"Title: Large Cloth; Object type: Textile; Technique: plain cloth with overlaid tapestry-like decoration, cotton and wool; Culture: Chimu; Period: c. 1100–1400; Classification: Textile",metadata_rich_v1,c16353c07a7527f49af39cf45cabf3f5a42605551bb96e7a4bed21f2e40e1ad4
CMA:108042,CMA,"Title: Tapestry-woven Yoke from a Tunic; Object type: Textile; Technique: camelid fiber and cotton, tapestry weave; Description: This fragment comes from the upper area of a tunic, with thick embroidery defining remnants of the neck opening. In the rectangular area on the chest are two similar long-tailed creatures rendered in a highly geometric style. Each is rotated 90 degrees, so their tails are parallel to the bottom edge. The cloven hooves on their upper legs may identify the creatures as deer or Andean camelids, such as llamas or alpacas.",visual_semantic_v1,f6fb224bfb7b414568679b8764be4969d3442e56c1848899014501286a910a5f,"Title: Tapestry-woven Yoke from a Tunic; Object type: Textile; Technique: camelid fiber and cotton, tapestry weave; Description: This fragment comes from the upper area of a tunic, with thick embroidery defining remnants of the neck opening. In the rectangular area on the chest are two similar long-tailed creatures rendered in a highly geometric style. Each is rotated 90 degrees, so their tails are parallel to the bottom edge. The cloven hooves on their upper legs may identify the creatures as deer or Andean camelids, such as llamas or alpacas.; Culture: Central Andes, North Central Coast, Moche-Wari Style; Period: 800–1200?; Classification: Textile",metadata_rich_v1,be94fa2ef4733ef76bc76e663e2508ebd3a4665deb8c8305b80d168294b81b9e
CMA:108043,CMA,"Title: Tunic (Shirt) with Tapestry-woven Yoke; Object type: Textile; Technique: camelid fiber and cotton, tapestry-weave yoke and chest plaque, plain-weave body; Description: Likely an item of men’s wear, this tunic exhibits a variety of motifs. The upper panels feature an especially pronounced triangular pattern. The rectangle at the center of the chest displays a repeated frontal figure that stands out for its relatively large size and more rounded style. The surrounding elements are more right-angled, including the small figures in flanking positions and the birds in the borders.",visual_semantic_v1,b40dc0596290b150c982c2c91379fba1624f4f1cd62f6dfe72c9a31e4a7946cd,"Title: Tunic (Shirt) with Tapestry-woven Yoke; Object type: Textile; Technique: camelid fiber and cotton, tapestry-weave yoke and chest plaque, plain-weave body; Description: Likely an item of men’s wear, this tunic exhibits a variety of motifs. The upper panels feature an especially pronounced triangular pattern. The rectangle at the center of the chest displays a repeated frontal figure that stands out for its relatively large size and more rounded style. The surrounding elements are more right-angled, including the small figures in flanking positions and the birds in the borders.; Culture: Central Andes, Northern Central Coast; Period: 650–850; Classification: Textile",metadata_rich_v1,4a50678b53e7337da5ad10e76d54482323fe646d78e26673fb2e39729f5b110a
CMA:108044,CMA,"Title: Textile Bag; Object type: Textile; Technique: tabby weave, warp patterned, wool",visual_semantic_v1,d2cfba415511edb83190ee0a8c260bb19e4ba84e6164d92a5c018891f2a4fe26,"Title: Textile Bag; Object type: Textile; Technique: tabby weave, warp patterned, wool; Culture: Chancay; Period: c. 1100–1400; Classification: Textile",metadata_rich_v1,893eb2f23288e68dbfc8bbbb804c2a05cb63f91c5b4247e2ad096944477bedec
CMA:114131,CMA,"Title: Fish-Shaped Applique; Object type: Textile; Technique: cotton and camelid fiber, tapestry weave with areas of eccentric weft floats; Description: This fish-shaped textile was originally stitched with others like it to a mantle, a shawl-like garment that was a staple of Andean clothing. Its partial “X-ray view,” which emphasizes the bony spine, is unique to the style of the Ychsma (<strong><em>yeach</em></strong><em>-mah</em>), who lived on Peru’s central coast. In addition to referencing sources of food, marine subjects may also carry religious associations, as some coastal peoples of the period regarded the sea as a deity.",visual_semantic_v1,79ffc3d619907185e72a8afd29bf768591c5e772272c37a406c8f45b44c83fe4,"Title: Fish-Shaped Applique; Object type: Textile; Technique: cotton and camelid fiber, tapestry weave with areas of eccentric weft floats; Description: This fish-shaped textile was originally stitched with others like it to a mantle, a shawl-like garment that was a staple of Andean clothing. Its partial “X-ray view,” which emphasizes the bony spine, is unique to the style of the Ychsma (<strong><em>yeach</em></strong><em>-mah</em>), who lived on Peru’s central coast. In addition to referencing sources of food, marine subjects may also carry religious associations, as some coastal peoples of the period regarded the sea as a deity.; Culture: Ychsma; Period: 1400–1532; Classification: Textile",metadata_rich_v1,8a0615b757dcd76a9feeb1c348a4930685723686e4873e9b7b71901935bc9dac
CMA:114132,CMA,"Title: Tie-Dyed Fragment; Object type: Textile; Technique: discontinuous warp and weft, tie-dyed, wool",visual_semantic_v1,df769cbfd6b87d9df8c70987530cbf14fdea4cf687c7f629b5ac4431c06e2ee3,"Title: Tie-Dyed Fragment; Object type: Textile; Technique: discontinuous warp and weft, tie-dyed, wool; Culture: Wari; Period: c. 700–1100 A.D.; Classification: Textile",metadata_rich_v1,7b7ec4133ca170735d5682095ff8f2f8816718a4835bff808eb69f363b3d5d74
CMA:119652,CMA,"Title: Painted Wrapping for Mummy; Object type: Textile; Technique: plain cloth, painted, cotton",visual_semantic_v1,b48c0d44f36513ac107f6eb9d43b7e885b6e472837d6e80854acccb1875b7547,"Title: Painted Wrapping for Mummy; Object type: Textile; Technique: plain cloth, painted, cotton; Culture: Chancay; Period: c.1100–1400 A.D.; Classification: Textile",metadata_rich_v1,fecd8ab95c02b8f43701fedbdea2f4e981e141692e6677ed932bbdfad6a16c39
CMA:119655,CMA,"Title: Fragmentary Mantle; Object type: Textile; Technique: tapestry and fancy twill, brocaded, twill",visual_semantic_v1,129097fe6a8869e7ba08bdaa0f027fdb33a470195f816049372c2170bc3aa80d,"Title: Fragmentary Mantle; Object type: Textile; Technique: tapestry and fancy twill, brocaded, twill; Culture: Inca; Period: c. 1400–1532; Classification: Textile",metadata_rich_v1,5c08a54b43ea2e5e18ae018eaad6325ee29afb7853d3b1e90a84e4b47c688ef5
CMA:119656,CMA,"Title: Dress; Object type: Textile; Technique: camelid fiber, tapestry and complementary-weft weave",visual_semantic_v1,170c4d8fb9f09b4f5971e1041d1a33ca09bf739c9d5514d9e11a8829edd3c57d,"Title: Dress; Object type: Textile; Technique: camelid fiber, tapestry and complementary-weft weave; Culture: Chuquibamba; Period: c. 1100–1532; Classification: Textile",metadata_rich_v1,ceb641844f46b54b93a02af18c716ae8d3e7e8bea2cffb3657b0495b81fe8fb8
CMA:119675,CMA,"Title: Tunic; Object type: Textile; Technique: looped camelid fiber; Description: The striking, large-scale figure shown on this tunic has an elaborate, monkey-like tail as well as head appendages that mark the creature as supernatural. This tunic, a relatively rare type, was made not on a loom but rather by working the yarns into loops with a needle. It is made entirely with camelid fiber, which can readily be dyed in a range of vivid colors. The fiber comes from one of the four camels (camelids) native to the Andes Mountains—the alpaca and llama, both domesticated, and the wild guanaco and vicuña. On the coast, it represents a prestige import.",visual_semantic_v1,b58a865c392b0a0e88676e83bb0bc7e0756ceedc3987ba2acce40ebe625689bd,"Title: Tunic; Object type: Textile; Technique: looped camelid fiber; Description: The striking, large-scale figure shown on this tunic has an elaborate, monkey-like tail as well as head appendages that mark the creature as supernatural. This tunic, a relatively rare type, was made not on a loom but rather by working the yarns into loops with a needle. It is made entirely with camelid fiber, which can readily be dyed in a range of vivid colors. The fiber comes from one of the four camels (camelids) native to the Andes Mountains—the alpaca and llama, both domesticated, and the wild guanaco and vicuña. On the coast, it represents a prestige import.; Culture: Paracas; Period: 400–200 BCE; Classification: Textile",metadata_rich_v1,a455d2a2a60f6f459ffd0ecefd1a6ae0ec932c7d2c045883d16bd08a21cb0f6b
CMA:119676,CMA,Title: Mantle; Object type: Textile; Technique: embroidery on wool ground,visual_semantic_v1,dc8dd27d6d76b4515805b0ae71efea64bf4a4be0d3d86a29e566d4c09ffae2f7,Title: Mantle; Object type: Textile; Technique: embroidery on wool ground; Culture: Paracas; Period: c. 600–400 BCE; Classification: Textile,metadata_rich_v1,16595acd768114b97f4f8bbcd489613d3ad3be95c78fd9820e0b8b919b942d08
CMA:119677,CMA,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: cotton and pigment, plain weave; Description: The Paracas people buried their dead in pear-shaped mummy bundles, created by carefully wrapping the seated human body in layers of garments and other textiles. Sometimes a painted cloth was placed on the outer layer at the top of the bundle, as though it served as the bundle’s face, head, or “mask.” Some cloths were painted with masklike faces, although others—such as this example—feature complete figures, which may be mythological beings with supernatural appendages.",visual_semantic_v1,e52f95203f135354adfdef5ed4f68a0f410f8c65071a00bf8400f830d1dc2433,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: cotton and pigment, plain weave; Description: The Paracas people buried their dead in pear-shaped mummy bundles, created by carefully wrapping the seated human body in layers of garments and other textiles. Sometimes a painted cloth was placed on the outer layer at the top of the bundle, as though it served as the bundle’s face, head, or “mask.” Some cloths were painted with masklike faces, although others—such as this example—feature complete figures, which may be mythological beings with supernatural appendages.; Culture: Paracas; Period: 200–1 BCE; Classification: Textile",metadata_rich_v1,ed54bae25faa73008f9c3e36c6abc4827d3fd350fb547c026b3a36a01a097a5d
CMA:119678,CMA,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: plain warp-faced cloth, painted; Description: The Paracas people buried their dead in pear-shaped mummy bundles, created by carefully wrapping the seated human body in layers of garments and other textiles. Sometimes a painted cloth was placed on the outer layer at the top of the bundle, as though it served as the bundle’s face, head, or “mask.” Some cloths were painted with masklike faces, although others—such as this example—feature complete figures, which may be mythological beings with supernatural appendages.",visual_semantic_v1,3a9dfa5eaeb5a988c4ce1161ca4dd816e6d5a0931fbf53e2099847318bb6f065,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: plain warp-faced cloth, painted; Description: The Paracas people buried their dead in pear-shaped mummy bundles, created by carefully wrapping the seated human body in layers of garments and other textiles. Sometimes a painted cloth was placed on the outer layer at the top of the bundle, as though it served as the bundle’s face, head, or “mask.” Some cloths were painted with masklike faces, although others—such as this example—feature complete figures, which may be mythological beings with supernatural appendages.; Culture: Paracas; Period: 200 BCE–1 CE; Classification: Textile",metadata_rich_v1,eb6938516d07ed0b713e1ab4cf510493c6f2a12fc9699bda9dd428a313cd117f
CMA:119679,CMA,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: warp-faced cloth, painted: cotton; Description: The Paracas people of Peru's South Coast buried their dead in pear-shaped mummy bundles made of a seated human body carefully wrapped in garments and other textiles. Sometimes a painted cloth was placed at the top of the bundle, as though it served as the bundle's face, head, or ""mask."" The cloth was padded on the back so it curved outward like a face, and the tress-like yarns (unwoven warps) at the upper edge were arranged around a solid cotton disk that, in turn, was wrapped with a headband. Some cloths were painted with mask-like faces, and others with full figures, apparently mythical creatures.",visual_semantic_v1,654df567f6f9da70175ae827c57ddf5d9e829370704afcc8682473ef93c8fbbc,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: warp-faced cloth, painted: cotton; Description: The Paracas people of Peru's South Coast buried their dead in pear-shaped mummy bundles made of a seated human body carefully wrapped in garments and other textiles. Sometimes a painted cloth was placed at the top of the bundle, as though it served as the bundle's face, head, or ""mask."" The cloth was padded on the back so it curved outward like a face, and the tress-like yarns (unwoven warps) at the upper edge were arranged around a solid cotton disk that, in turn, was wrapped with a headband. Some cloths were painted with mask-like faces, and others with full figures, apparently mythical creatures.; Culture: Paracas; Period: 200 BCE–1 CE; Classification: Textile",metadata_rich_v1,e92d6639248fe066ce44bfd15e686b67be1ee0acf6668b125d911128d8fb735d
CMA:119680,CMA,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: plain warp-faced cloth, painted: cotton; Description: The Paracas people of Peru's South Coast buried their dead in pear-shaped mummy bundles made of a seated human body carefully wrapped in garments and other textiles. Sometimes a painted cloth was placed at the top of the bundle, as though it served as the bundle's face, head, or ""mask."" The cloth was padded on the back so it curved outward like a face, and the tress-like yarns (unwoven warps) at the upper edge were arranged around a solid cotton disk that, in turn, was wrapped with a headband. Some cloths were painted with mask-like faces, and others with full figures, apparently mythical creatures.",visual_semantic_v1,1b5c0457379511a1f6c676a3d6ff3b85e3f5991b9d43c71c3a73184be9dba613,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: plain warp-faced cloth, painted: cotton; Description: The Paracas people of Peru's South Coast buried their dead in pear-shaped mummy bundles made of a seated human body carefully wrapped in garments and other textiles. Sometimes a painted cloth was placed at the top of the bundle, as though it served as the bundle's face, head, or ""mask."" The cloth was padded on the back so it curved outward like a face, and the tress-like yarns (unwoven warps) at the upper edge were arranged around a solid cotton disk that, in turn, was wrapped with a headband. Some cloths were painted with mask-like faces, and others with full figures, apparently mythical creatures.; Culture: Paracas; Period: 200–1 BCE; Classification: Textile",metadata_rich_v1,0040047f909a9fb407348921578a21f6b24a5716e948c0b1d8217bcf2368c5a3
CMA:119682,CMA,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: cotton: plain warp-faced cloth, painted; Description: The Paracas people buried their dead in pear-shaped mummy bundles, created by carefully wrapping the seated human body in layers of garments and other textiles. Sometimes a painted cloth was placed on the outer layer at the top of the bundle, as though it served as the bundle’s face, head, or “mask.” Some cloths were painted with masklike faces, although others—such as this example—feature complete figures, which may be mythological beings with supernatural appendages.",visual_semantic_v1,d624c7257149c2e37e65350ccec3e5ddb317005225678017f5053a6aac5f63e8,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: cotton: plain warp-faced cloth, painted; Description: The Paracas people buried their dead in pear-shaped mummy bundles, created by carefully wrapping the seated human body in layers of garments and other textiles. Sometimes a painted cloth was placed on the outer layer at the top of the bundle, as though it served as the bundle’s face, head, or “mask.” Some cloths were painted with masklike faces, although others—such as this example—feature complete figures, which may be mythological beings with supernatural appendages.; Culture: Paracas; Period: 200–1 BCE; Classification: Textile",metadata_rich_v1,bfbc7ffe46c0d45f798c3f30c449fda1f9e7a8bb6ada79cc3faf5a02ced23e5a
CMA:119683,CMA,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.",visual_semantic_v1,b34193d0b584083616066c002c224a5b26b296a054e4dd807a14745eddddc857,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.; Culture: Paracas; Period: 400–200 BCE; Classification: Textile",metadata_rich_v1,a04308cb2ee929c9b402ba3ecf41b8911ae3c911434b0f4d60da562cac4795f9
CMA:119684,CMA,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: plain warp-faced cloth, painted: cotton; Description: The Paracas people of Peru's South Coast buried their dead in pear-shaped mummy bundles made of a seated human body carefully wrapped in garments and other textiles. Sometimes a painted cloth was placed at the top of the bundle, as though it served as the bundle's face, head, or ""mask."" The cloth was padded on the back so it curved outward like a face, and the tress-like yarns (unwoven warps) at the upper edge were arranged around a solid cotton disk that, in turn, was wrapped with a headband. Some cloths were painted with mask-like faces, and others with full figures, apparently mythical creatures.",visual_semantic_v1,1b5c0457379511a1f6c676a3d6ff3b85e3f5991b9d43c71c3a73184be9dba613,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: plain warp-faced cloth, painted: cotton; Description: The Paracas people of Peru's South Coast buried their dead in pear-shaped mummy bundles made of a seated human body carefully wrapped in garments and other textiles. Sometimes a painted cloth was placed at the top of the bundle, as though it served as the bundle's face, head, or ""mask."" The cloth was padded on the back so it curved outward like a face, and the tress-like yarns (unwoven warps) at the upper edge were arranged around a solid cotton disk that, in turn, was wrapped with a headband. Some cloths were painted with mask-like faces, and others with full figures, apparently mythical creatures.; Culture: Paracas; Period: 170 BCE–70 CE (radiocarbon date, 95% probability); Classification: Textile",metadata_rich_v1,ef6d3ff5dbe3f5446bc9fd76a45fc1d66770dd296ee125848346f0809cf6b331
CMA:119685,CMA,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.",visual_semantic_v1,6204aa879080d2851904418a23dbc704e60ba7c59f8c83194df7e54b60353c58,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.; Culture: Paracas; Period: 400–200 BCE; Classification: Textile",metadata_rich_v1,04e67adf7aac4aa25ea9d306d64485cc5e56faea6e6506eddfe2566ec0bf0cee
CMA:119686,CMA,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.",visual_semantic_v1,b34193d0b584083616066c002c224a5b26b296a054e4dd807a14745eddddc857,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.; Culture: Paracas; Period: 400–200 BCE; Classification: Textile",metadata_rich_v1,a04308cb2ee929c9b402ba3ecf41b8911ae3c911434b0f4d60da562cac4795f9
